profile_id,sub_profile_type,service_ids_json,seniorCareCaregiverProfile_approvalStatus,seniorCareCaregiverProfile_availabilityFrequency,seniorCareCaregiverProfile_bio_experienceSummary,seniorCareCaregiverProfile_bio_title,seniorCareCaregiverProfile_bio_flags_json,seniorCareCaregiverProfile_id,seniorCareCaregiverProfile_otherQualities_json,seniorCareCaregiverProfile_payRange_hourlyRateFrom,seniorCareCaregiverProfile_payRange_hourlyRateTo,seniorCareCaregiverProfile_payRange_flags_json,seniorCareCaregiverProfile_qualities_flags_json,seniorCareCaregiverProfile_recurringRate_hourlyRateFrom,seniorCareCaregiverProfile_recurringRate_hourlyRateTo,seniorCareCaregiverProfile_recurringRate_flags_json,seniorCareCaregiverProfile_supportedServices_flags_json,seniorCareCaregiverProfile_yearsOfExperience,seniorCareCaregiverProfile_payRange,seniorCareCaregiverProfile_recurringRate
01705876-b104-4b01-a517-645dcb700472,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"My name is Ndumiso originally from South Africa and working as an Home Health Aide in New York.
I've been working with seniors, people with Alzheimer's/Dementia and injured/disabled patients for the past 2 years. Got my experience taking care of my grandfather and other family members that were not well back when I was in South Africa.
I make sure that my patient is comfortable and clean at all times and the area where I work with my patient is sparkling clean and disinfected, help my patients with physical therapy and speech therapy and do some exercises with them to boost they health and also make my patients well being a priority at all times.",,[],31735423,[],"{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '50', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""certifiedNursingAssistant"", ""comfortableWithPets"", ""cprTrained"", ""doesNotSmoke"", ""homeHealthAideExperience"", ""hospiceExperience"", ""licensedNurse"", ""medicalEquipmentExperience"", ""ownTransportation"", ""woundCare""]","{'currencyCode': 'USD', 'amount': '25', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '50', '__typename': 'Money'}",[],"[""transportation"", ""respiteCare"", ""mobilityAssistance"", ""medicalManagement"", ""mealPreparation"", ""lightHousekeeping"", ""liveInHomeCare"", ""hospiceServices"", ""homeHealth"", ""helpStayingPhysicallyActive"", ""heavyLifting"", ""feeding"", ""errands"", ""dementia"", ""companionship"", ""bathing""]",4.0,,
01890e93-d381-4aa6-a5c2-1a221d39e074,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"Devoted caregiver, treating your family like my own with heartfelt care and genuine compassion and love!",,[],35195938,[],"{'amount': '16', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '21', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '16', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '21', '__typename': 'Money'}",[],"[""medicalManagement"", ""lightHousekeeping"", ""errands""]",0.0,,
01a3b06c-ad92-4248-864b-e611f349fe3c,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"I'm I mature hard working person. Very reliable person, patient care nice and friendly. Supportive caring loving. I'm a very trustworthy person. I'm able to
Manage full list of medicines of need it.! Able to do errands with the patient.",,[],35442393,[],"{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '45', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '30', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '45', '__typename': 'Money'}",[],"[""respiteCare"", ""medicalManagement"", ""mealPreparation"", ""lightHousekeeping"", ""errands""]",0.0,,
01a422be-f78f-4356-be6d-f3b2000552ec,seniorCareCaregiverProfile,"[""SENIOR_CARE""]",APPROVED,PART_TIME,"I'd describe my personality as Humble, Caring and Attentive 

I like caring for seniors because I have sympathy for the old age and would love to offer my support to make sure they feel happy and healthier

I'm looking for a job that to give care, support and make sure my client are always happier and heathier

I started caring for seniors when I was 40years old and have been in the job since.

In my spare time, I like to read books and learn from the seniors.

One thing you should know about me is patience and supportive. I am accommodative of any situation I might find myself as far this job is concerned.

My skills include the following;

. Medication administration 
. CPR trained
. First Aid trained
. behavioralist trained.",,[],34776892,[],"{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '26', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""comfortableWithPets"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '17', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '26', '__typename': 'Money'}",[],"[""transportation"", ""medicalManagement"", ""mealPreparation"", ""lightHousekeeping"", ""liveInHomeCare"", ""homeModification"", ""errands"", ""dementia"", ""bathing""]",3.0,,
01ccff56-cd10-483f-babb-f60357c013ce,seniorCareCaregiverProfile,"[""SENIOR_CARE""]",APPROVED,PART_TIME,"My name Maka, I am 42 years old from Georgia. I have 5 years experience to work as a care giver. I am very responsible person , I can cook do all errands, I can drive, I have references , fully vaccinated,",,[],31414234,[],"{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '50', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '25', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '50', '__typename': 'Money'}",[],"[""transportation"", ""respiteCare"", ""mobilityAssistance"", ""medicalManagement"", ""mealPreparation"", ""lightHousekeeping"", ""liveInHomeCare"", ""homeHealth"", ""helpStayingPhysicallyActive"", ""feeding"", ""errands"", ""dementia"", ""companionship"", ""bathing""]",5.0,,
01dc7b86-1e14-476d-a96e-66b1c39c8872,seniorCareCaregiverProfile,"[""SENIOR_CARE""]",APPROVED,FULL_TIME,Hi! I am a certified home health aide here in new york and registered nurse in the Philippines. I am a well experienced caregiver.,,[],30088964,[],"{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '40', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""doesNotSmoke"", ""homeHealthAideExperience"", ""hospiceExperience""]","{'currencyCode': 'USD', 'amount': '30', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '40', '__typename': 'Money'}",[],"[""specializedCare"", ""personalCare"", ""mobilityAssistance"", ""hospiceServices"", ""feeding"", ""dementia"", ""companionship"", ""bathing""]",5.0,,
01e3ba19-67b8-49f0-9f18-5c1cfbcbd95b,seniorCareCaregiverProfile,"[""SENIOR_CARE""]",APPROVED,PART_TIME,"I love cooking, organizing and doing housekeeping jobs.. I could feed, manage 
patient medication, giving bath to patient.
Also could do some errands like food shopping and accompany the patient to walk in the park.",,[],34182022,[],"{'amount': '23', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '23', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '30', '__typename': 'Money'}",[],"[""liveInHomeCare""]",5.0,,
01e6b2ae-cab6-41df-b819-d79406bf96c7,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"I am a dedicated and highly organized individual seeking a position to support executives, entrepreneurs, and individuals. I have experience working as an assistant to an executive where I would manage their calendar, schedule appointments and meetings, book travel, meal prep, pack and schedule outfits for buisness trips, organize their space, and run errands.",,[],33372740,[],"{'amount': '16', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '16', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '20', '__typename': 'Money'}",[],"[""personalCare"", ""mealPreparation"", ""homeHealth"", ""helpStayingPhysicallyActive"", ""feeding"", ""errands"", ""companionship""]",0.0,,
01eaa4b5-c07d-4ce3-adde-33dcc129e761,seniorCareCaregiverProfile,"[""SENIOR_CARE""]",APPROVED,PART_TIME,"Hi there, My name is Shanique. I am a compassionate, hardworking, and experienced caregiver. 
I have seven years of experience 
working as a caregiver. I have worked with two families in the past. One for 5 years, the other for two 2 years. I have worked with people with demtentia and chronic conditions, and I have provided end of life care. 
My love for cargiving all started with my grandma. While caring for her, I quickly realized I have a genuine passion for becoming a caregiver. After she passed, I decided to carry on, working as a live-in and live out carer to support clients with their needs. 
I enjoy my job, and I enjoy listening to my clients. My focus is on giving my clients a safe, comfortable environment to perform activities of daily living to maintain their health and well-being. 
Thank you! I look forward to meeting you.",,[],35990188,[],"{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""doesNotSmoke"", ""homeHealthAideExperience""]","{'currencyCode': 'USD', 'amount': '20', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '20', '__typename': 'Money'}",[],"[""personalCare"", ""mealPreparation"", ""lightHousekeeping"", ""homeModification"", ""errands""]",7.0,,
01f42220-6bad-41c7-9484-d6a25d4d14eb,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""SENIOR_CARE""]",APPROVED,FULL_TIME,"Hi. I am looking for a full-time position long term.
Basically a 9 to 5 but the hours can vary. I have been taking care of elderly with dementia/Alzheimer's approximately seven years.
Helping with daily routine. Breakfast, lunch, dinner. Medicine prompting, exercise, bathing, companionship, laundry, straightening up. Basically assisting my client with doing their daily tasks.",,[],24123895,[],"{'amount': '16', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '16', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""certifiedNursingAssistant"", ""comfortableWithPets"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '16', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '16', '__typename': 'Money'}",[],"[""personalCare"", ""mobilityAssistance"", ""medicalManagement"", ""mealPreparation"", ""lightHousekeeping"", ""helpStayingPhysicallyActive"", ""heavyLifting"", ""feeding"", ""dementia"", ""companionship"", ""bathing""]",7.0,,
0207045e-814a-43cd-986e-ca6fd2eb96f2,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",APPROVED,FULL_TIME,"I have three years of senior care experience. I've interned at Morris View Medical Center in the dementia unit for a year and a half, working closely with the recreation department. I have also been hired in the past to provide personal care for the elderly in my area. My responsibilities have included: companionship on walks, help administering medications, day trips, meal preparation, animal care, and organizing. I am also capable of assisting with everyday needs such as housework, shopping, and transportation. I personally enjoy singing, arts and crafts, games, puzzles, dancing, and reading. If you'd like to reach out, I'd be happy to further elaborate on myself and my experience!",,[],21384293,"[""1 1/2 year internship at Morris View Medical Center\n3 months home-care experience""]","{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""comfortableWithPets"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '17', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '25', '__typename': 'Money'}",[],"[""personalCare"", ""liveInHomeCare"", ""dementia""]",3.0,,
0212bb7a-f2a4-472b-8e33-290d7d2750dc,seniorCareCaregiverProfile,"[""SENIOR_CARE""]",APPROVED,FULL_TIME,"I'd describe my personality as patience, loyal, outgoing

I like caring for seniors because yoh learn a lot from them and they give good advice to younger folks and I enjoy listening to their old stories and they are fun to work with and I just love to make them happy and enjoy the rest of their life

I'm looking for a job that is convient, pay well and the bosses are understanding and can work with you

I started caring for seniors when I was doing my clinicals in nursing homes and when I was taking care of them in their home

In my spare time, I like to relax sometimes, go to a movie, travel

One thing you should know about me is that I am trust worthy, patient and hard worker

My skills include cooking, cleaning, washing and personal care of the patients and baking",,[],34118099,[],"{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""certifiedNursingAssistant"", ""cprTrained"", ""doesNotSmoke"", ""homeHealthAideExperience""]","{'currencyCode': 'USD', 'amount': '25', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '30', '__typename': 'Money'}",[],"[""personalCare"", ""mobilityAssistance"", ""mealPreparation"", ""lightHousekeeping"", ""homeHealth"", ""helpStayingPhysicallyActive"", ""feeding"", ""dementia"", ""companionship"", ""bathing""]",10.0,,
021f5a4d-2331-4d0b-89b3-d3be679d1c12,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"As a medical professional from Georgia, I am highly skilled, compassionate, and experienced in providing exceptional care. My approach to patient care emphasizes gentle encouragement and support, rather than direct force. The goal is to identify effective strategies to facilitate patient participation without resorting to coercion.
I am an accomplished conversationalist with a diverse range of interests. Additionally, I am an enthusiastic cheerleader and an exceptional cook. I hold a valid driver's license and have excellent references.",,[],35980169,[],"{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke"", ""homeHealthAideExperience"", ""hospiceExperience""]","{'currencyCode': 'USD', 'amount': '17', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '30', '__typename': 'Money'}",[],"[""transportation"", ""medicalManagement"", ""mealPreparation"", ""lightHousekeeping"", ""liveInHomeCare"", ""hospiceServices"", ""errands"", ""bathing""]",10.0,,
021f93c1-687f-477b-b556-c331e18fda96,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"Hi my name is Karima, I'm very reliable, patient I'm very good with elders. Love being around them. I'm open to work anytime.",,[],33415474,[],"{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '20', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '30', '__typename': 'Money'}",[],"[""mealPreparation"", ""errands"", ""bathing""]",5.0,,
0224098b-9364-4ec9-be82-cf4da5d53347,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",APPROVED,FULL_TIME,"I've been a home health aid for over 10 years, helping to serve patients in any way possible. I'm dedicated to my job and always make sure the patients are treated well and satisfied. I'm very organized and neat in making sure the home is well kept, while trying to also be punctual and respectful.",,[],35144393,[],"{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '21', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""comfortableWithPets"", ""ownTransportation""]","{'currencyCode': 'USD', 'amount': '17', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '21', '__typename': 'Money'}",[],"[""transportation"", ""respiteCare"", ""medicalManagement"", ""mealPreparation"", ""lightHousekeeping"", ""errands"", ""dementia"", ""bathing""]",10.0,,
022e39ac-907e-4cbd-b192-b1c1318c81e4,seniorCareCaregiverProfile,"[""SENIOR_CARE""]",APPROVED,FULL_TIME,"I'm a Certified Home Health Aide With 20 Years Of Experience , also have My CPR Certification. I could also give insulin",,[],33228755,[],"{'amount': '50', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '50', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '50', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '50', '__typename': 'Money'}",[],"[""liveInHomeCare"", ""homeHealth""]",3.0,,
026132ae-a66c-4adf-bba3-de2d014ac3d7,seniorCareCaregiverProfile,"[""SENIOR_CARE""]",APPROVED,PART_TIME,I am a nursing student with experience of caring for the elderly and children. I have some college education. CPR certified through the American Heart Association. Non-smoker. I am open to doing light cleaning around the house as well as meal preparation if needed.,,[],14485034,"[""CPR Certified""]","{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""comfortableWithPets"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '17', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '20', '__typename': 'Money'}",[],"[""visitingPhysician"", ""personalCare"", ""medicalManagement"", ""homeHealth"", ""dementia"", ""bathing""]",1.0,,
02718931-09b2-4001-bd0b-a916918aa884,seniorCareCaregiverProfile,"[""SENIOR_CARE""]",APPROVED,PART_TIME,"I'm an experienced caregiver who would welcome the opportunity of caring for an elderly person or kid who is in need of care experience in mechanical bed, Hoyer lift, and wheelchair bound. I am certified. I'll also take care of your personal hygiene, cooking needs, grocery shopping, dispensing of medicines, doctor's appointments, etc. I'm willing to live-in or live-out also weekends. I'm also a very good cook, I love to read poetry and run any errands that may be required of me if you do need outside activities. References will be available upon request.",,[],11777776,[],"{'amount': '21', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '21', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""certifiedNursingAssistant"", ""comfortableWithPets"", ""doesNotSmoke"", ""homeHealthAideExperience"", ""hospiceExperience""]","{'currencyCode': 'USD', 'amount': '21', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '21', '__typename': 'Money'}",[],"[""personalCare"", ""liveInHomeCare"", ""hospiceServices"", ""homeHealth"", ""dementia"", ""bathing""]",9.0,,
