profile_id,sub_profile_type,service_ids_json,commonCaregiverProfile_id,commonCaregiverProfile_repeatClientsCount,commonCaregiverProfile_merchandizedJobInterests_flags_json
01f6a7ae-eb19-4b55-a941-60bfca4ae897,commonCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING""]",35222398,0.0,[]
0200ae5a-6441-474d-9475-949ad847fd44,commonCaregiverProfile,"[""CHILD_CARE""]",21226832,0.0,"[""dateNight"", ""lightCleaning"", ""mealPrepLaundry"", ""shopping""]"
02070399-a351-41e9-9de9-03344938fb35,commonCaregiverProfile,"[""CHILD_CARE""]",28240422,0.0,"[""dateNight"", ""lightCleaning"", ""mealPrepLaundry"", ""personalAssistant"", ""petHelp"", ""shopping""]"
0207045e-814a-43cd-986e-ca6fd2eb96f2,commonCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",27110006,0.0,"[""companionCare"", ""lightCleaning"", ""mealPrepLaundry"", ""personalAssistant"", ""petHelp"", ""shopping"", ""transportation""]"
020d556a-ba28-4835-a08d-e528ab1b50c5,commonCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING""]",29816866,0.0,[]
0212bb7a-f2a4-472b-8e33-290d7d2750dc,commonCaregiverProfile,"[""SENIOR_CARE""]",,0.0,"[""lightCleaning"", ""mealPrepLaundry"", ""personalAssistant"", ""shopping""]"
021e6bf7-cfc1-4eb1-96c3-b5642cffaf44,commonCaregiverProfile,"[""CHILD_CARE""]",12037480,0.0,"[""companionCare""]"
021f5a4d-2331-4d0b-89b3-d3be679d1c12,commonCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",33590509,0.0,[]
021f93c1-687f-477b-b556-c331e18fda96,commonCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""SENIOR_CARE""]",33415146,0.0,"[""lightCleaning"", ""mealPrepLaundry"", ""petHelp"", ""shopping""]"
0224098b-9364-4ec9-be82-cf4da5d53347,commonCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",33718635,0.0,[]
022cc37e-9e0d-47ee-b6ef-c9ad8551a4cc,commonCaregiverProfile,"[""CHILD_CARE"", ""PET_CARE""]",10686694,0.0,"[""dateNight"", ""petHelp""]"
022e39ac-907e-4cbd-b192-b1c1318c81e4,commonCaregiverProfile,"[""SENIOR_CARE""]",,0.0,[]
022e552d-a6a3-4df7-a3aa-d84182f609df,commonCaregiverProfile,"[""HOUSEKEEPING"", ""PET_CARE""]",,0.0,"[""companionCare"", ""lightCleaning"", ""mover"", ""petHelp"", ""shopping""]"
024070de-2977-4108-a8be-2049e2213eff,commonCaregiverProfile,"[""CHILD_CARE""]",31204499,0.0,[]
0244226a-688e-44d7-98c0-795a143f28c6,commonCaregiverProfile,"[""CHILD_CARE"", ""PET_CARE""]",8519383,0.0,"[""dateNight""]"
024cb64f-7511-4469-9990-3513a75eba85,commonCaregiverProfile,"[""CHILD_CARE"", ""PET_CARE"", ""TUTORING""]",35026632,0.0,[]
025c07fe-8524-405e-9654-d8796ab5e6fd,commonCaregiverProfile,"[""CHILD_CARE""]",33153692,0.0,[]
025f6968-617b-4ed7-bc97-4c66e2a11e10,commonCaregiverProfile,"[""CHILD_CARE""]",36076008,0.0,[]
026132ae-a66c-4adf-bba3-de2d014ac3d7,commonCaregiverProfile,"[""SENIOR_CARE""]",,0.0,[]
0261b657-a655-4b5e-a673-67c41b35f4c6,commonCaregiverProfile,"[""HOUSEKEEPING"", ""PET_CARE""]",,0.0,"[""companionCare"", ""lightCleaning"", ""mealPrepLaundry"", ""mover"", ""personalAssistant"", ""petHelp"", ""shopping""]"
02718931-09b2-4001-bd0b-a916918aa884,commonCaregiverProfile,"[""SENIOR_CARE""]",,0.0,"[""companionCare"", ""lightCleaning"", ""mealPrepLaundry"", ""personalAssistant"", ""petHelp"", ""shopping""]"
02840fa9-5138-403f-bff7-266295908a75,commonCaregiverProfile,"[""SENIOR_CARE""]",,0.0,[]
0295c109-7038-4f45-b2e0-fdfdfd3483e0,commonCaregiverProfile,"[""CHILD_CARE"", ""TUTORING""]",34486000,0.0,[]
02983d99-f53b-4a57-b851-52344f57d467,commonCaregiverProfile,"[""SENIOR_CARE""]",,0.0,[]
02a08912-2edc-48de-92a9-8d80514d7636,commonCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING""]",29913115,0.0,"[""dateNight"", ""lightCleaning"", ""mealPrepLaundry"", ""shopping"", ""transportation""]"
02a74d84-4050-4405-aeda-7d99dd64192c,commonCaregiverProfile,"[""CHILD_CARE""]",27816001,0.0,"[""dateNight"", ""lightCleaning"", ""mealPrepLaundry"", ""mover"", ""personalAssistant"", ""petHelp"", ""shopping""]"
02a9356e-84f2-41d5-b1df-428f9f4e036f,commonCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE"", ""TUTORING""]",12103515,0.0,"[""lightCleaning"", ""mealPrepLaundry"", ""petHelp""]"
02ad3be2-78a8-4977-8a43-0f4761c6ea1b,commonCaregiverProfile,"[""CHILD_CARE""]",31142858,0.0,[]
02ad6fa7-d6f8-4767-adcc-b6817c85b8c6,commonCaregiverProfile,"[""HOUSEKEEPING"", ""SENIOR_CARE""]",,0.0,"[""companionCare"", ""lightCleaning"", ""mealPrepLaundry""]"
02c0806c-a468-4537-a094-0f9b0450397a,commonCaregiverProfile,"[""CHILD_CARE""]",23584100,0.0,"[""companionCare"", ""dateNight"", ""lightCleaning"", ""personalAssistant"", ""petHelp"", ""shopping""]"
02db657b-4402-40c7-a751-e6285e61899e,commonCaregiverProfile,"[""CHILD_CARE""]",30084015,0.0,[]
02df8998-2c5c-4854-91c8-5698e34d6c7a,commonCaregiverProfile,"[""CHILD_CARE""]",30155260,0.0,[]
02e864fc-3a7c-430d-a47f-ca5f4072d1eb,commonCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",29833804,1.0,"[""companionCare"", ""dateNight"", ""lightCleaning"", ""mealPrepLaundry"", ""mover"", ""personalAssistant"", ""petHelp"", ""shopping"", ""transportation""]"
02ea3bd1-1fd1-4fd1-84c8-fec9dbdbfccb,commonCaregiverProfile,"[""CHILD_CARE""]",29894737,0.0,"[""companionCare"", ""dateNight"", ""lightCleaning"", ""personalAssistant"", ""petHelp"", ""shopping""]"
02f5b59f-fdf4-4a31-8775-f0bf0fb04e54,commonCaregiverProfile,"[""SENIOR_CARE""]",,0.0,[]
0302fd0c-666c-493a-a577-b99823becaa0,commonCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING""]",13847808,1.0,"[""companionCare"", ""dateNight"", ""lightCleaning"", ""mealPrepLaundry"", ""shopping"", ""transportation""]"
0318377b-868d-4a3d-898f-cdd341105aa4,commonCaregiverProfile,"[""SENIOR_CARE""]",,0.0,[]
031b8e5d-344b-4c2e-a914-de9254b96fed,commonCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""SENIOR_CARE""]",31726244,0.0,[]
0323e24b-b093-4a29-9839-25e520a8c433,commonCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""TUTORING""]",6946655,0.0,"[""companionCare"", ""dateNight"", ""lightCleaning"", ""mealPrepLaundry"", ""mover"", ""personalAssistant"", ""petHelp"", ""shopping""]"
0325d608-fbeb-43e0-aa2d-4abdc96a51ec,commonCaregiverProfile,"[""CHILD_CARE""]",36266143,0.0,[]
032e28ec-c497-40a2-8760-fc1e6a26ca6d,commonCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING""]",29206142,0.0,"[""mealPrepLaundry"", ""shopping""]"
033cd772-c14e-4515-995a-fa9af0abf938,commonCaregiverProfile,"[""CHILD_CARE""]",32555863,0.0,"[""companionCare"", ""dateNight"", ""lightCleaning"", ""mealPrepLaundry"", ""mover"", ""personalAssistant"", ""shopping""]"
033e4721-0839-4754-ae2d-2139cb8f3e2f,commonCaregiverProfile,"[""CHILD_CARE""]",36018776,0.0,"[""dateNight"", ""lightCleaning"", ""personalAssistant"", ""petHelp"", ""shopping""]"
035456a0-c036-429d-8cf8-4aea0a42047a,commonCaregiverProfile,"[""CHILD_CARE"", ""PET_CARE""]",35955401,0.0,[]
0356ca07-d8cb-4435-a4b1-bd76f71f3a19,commonCaregiverProfile,"[""SENIOR_CARE""]",,0.0,"[""companionCare"", ""lightCleaning"", ""mealPrepLaundry""]"
0359a448-23d4-4e00-8b6a-aa383e26e6dd,commonCaregiverProfile,"[""CHILD_CARE""]",13830831,0.0,"[""companionCare"", ""dateNight"", ""lightCleaning"", ""mealPrepLaundry"", ""personalAssistant"", ""shopping""]"
035c71c9-964c-4605-b8c3-51df095a5af6,commonCaregiverProfile,"[""CHILD_CARE""]",29618198,0.0,"[""dateNight"", ""lightCleaning"", ""mealPrepLaundry"", ""petHelp"", ""shopping""]"
03664819-df15-40cd-9450-6d9e8259cb2f,commonCaregiverProfile,"[""CHILD_CARE""]",9598300,0.0,"[""lightCleaning"", ""mealPrepLaundry""]"
03720f26-8e43-480e-bac7-fb7b277ca9d6,commonCaregiverProfile,"[""CHILD_CARE""]",34602517,0.0,"[""dateNight"", ""mealPrepLaundry"", ""personalAssistant"", ""petHelp"", ""transportation""]"
037f9b5c-bb29-4dc6-b0f8-e4f73698b32d,commonCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""SENIOR_CARE""]",16958791,0.0,"[""companionCare"", ""dateNight"", ""lightCleaning"", ""mover"", ""personalAssistant"", ""petHelp"", ""shopping"", ""transportation""]"
03806b95-4810-4f29-96b7-3a46b3c80abe,commonCaregiverProfile,"[""CHILD_CARE""]",35005907,0.0,"[""dateNight"", ""lightCleaning"", ""mealPrepLaundry"", ""personalAssistant"", ""petHelp"", ""shopping""]"
0387c5f5-1171-4f98-b640-e0fdf2f58c20,commonCaregiverProfile,"[""CHILD_CARE""]",30323583,0.0,"[""dateNight""]"
0394c8cc-a808-4eac-94c5-8697e4131b4e,commonCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""TUTORING""]",20848707,0.0,"[""companionCare"", ""dateNight"", ""lightCleaning"", ""mover"", ""personalAssistant"", ""petHelp"", ""shopping"", ""transportation""]"
039f0f52-d1b0-492f-bfa9-ff7df64f0fc8,commonCaregiverProfile,"[""CHILD_CARE""]",14505608,0.0,"[""lightCleaning"", ""mealPrepLaundry"", ""mover"", ""personalAssistant"", ""petHelp"", ""shopping""]"
039fcedd-5780-4c7e-88b9-582721b71628,commonCaregiverProfile,"[""CHILD_CARE""]",25610426,0.0,[]
03ab6f62-697d-403f-8305-37a8e8147369,commonCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""SENIOR_CARE""]",30768709,0.0,"[""companionCare"", ""dateNight"", ""lightCleaning"", ""petHelp""]"
03b67251-e170-4981-bedc-402bd292980f,commonCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING""]",26271923,0.0,"[""companionCare"", ""dateNight"", ""lightCleaning"", ""mealPrepLaundry"", ""mover"", ""personalAssistant"", ""petHelp"", ""shopping""]"
03b6e317-6e3c-4f0a-8278-938b4c79d5cd,commonCaregiverProfile,"[""HOUSEKEEPING"", ""PET_CARE"", ""SENIOR_CARE""]",,0.0,[]
03b80b6b-ebb7-48f4-bbd8-590b255d7356,commonCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE""]",13107247,0.0,"[""companionCare"", ""dateNight"", ""lightCleaning"", ""mealPrepLaundry"", ""mover"", ""personalAssistant"", ""petHelp"", ""shopping"", ""transportation""]"
03cdebbf-c844-42d5-a1c3-bba58e86a960,commonCaregiverProfile,"[""CHILD_CARE""]",26492461,0.0,"[""dateNight"", ""lightCleaning"", ""personalAssistant"", ""petHelp"", ""shopping""]"
03d4ff91-4705-4b1c-b779-e06609b5ed8a,commonCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""SENIOR_CARE""]",17501537,0.0,[]
03ebbf7c-63b7-4228-a317-72f4aee8482f,commonCaregiverProfile,"[""CHILD_CARE"", ""PET_CARE"", ""TUTORING""]",35475802,0.0,"[""companionCare"", ""dateNight"", ""lightCleaning"", ""mealPrepLaundry"", ""mover"", ""personalAssistant"", ""petHelp"", ""shopping"", ""transportation""]"
03ef0dee-6dd5-4bde-9845-cc7e1691cc0e,commonCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""TUTORING""]",7075300,0.0,"[""dateNight"", ""lightCleaning"", ""mealPrepLaundry"", ""personalAssistant"", ""petHelp"", ""shopping""]"
03fff363-4d5f-4457-a03a-a8fe113f669c,commonCaregiverProfile,"[""CHILD_CARE""]",6013006,0.0,"[""dateNight""]"
040933e5-a1e5-4fdd-8f73-3dd440b9c5fd,commonCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING""]",31072382,0.0,"[""companionCare"", ""dateNight"", ""lightCleaning"", ""mealPrepLaundry"", ""personalAssistant"", ""petHelp""]"
0410ecf3-6014-4272-8887-77de982d01f2,commonCaregiverProfile,"[""SENIOR_CARE""]",,0.0,[]
041438a9-a8d6-404f-8f4c-f1d7b3ba1252,commonCaregiverProfile,"[""CHILD_CARE""]",29715980,0.0,"[""companionCare"", ""dateNight"", ""lightCleaning"", ""shopping""]"
04163f1a-a49f-484e-8726-c52f9290e49b,commonCaregiverProfile,"[""CHILD_CARE""]",13522869,0.0,"[""dateNight"", ""lightCleaning"", ""mealPrepLaundry"", ""personalAssistant"", ""petHelp"", ""shopping""]"
0416a1d5-7330-4ca0-8b4d-2ecfda298274,commonCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING""]",24766445,0.0,[]
04269c0a-c121-46b4-85f1-a0f85b01abe2,commonCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING""]",7792912,0.0,[]
045c752c-3a18-420c-9adf-03bbe5faea9e,commonCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",6990,0.0,"[""lightCleaning""]"
04789e1e-6b6c-42fe-a93e-ae05082ab72c,commonCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",24570068,0.0,[]
04791037-6b05-45ad-96c5-a1ea78d6271c,commonCaregiverProfile,"[""SENIOR_CARE""]",,0.0,[]
047e0f28-77ca-4286-a9dc-5a1d379e3b18,commonCaregiverProfile,"[""SENIOR_CARE""]",29822062,0.0,"[""companionCare"", ""lightCleaning"", ""mealPrepLaundry"", ""mover"", ""personalAssistant"", ""petHelp"", ""shopping""]"
0485275c-9e52-4d21-a708-6d186f8ca83f,commonCaregiverProfile,"[""CHILD_CARE"", ""PET_CARE""]",20659779,0.0,"[""dateNight"", ""petHelp""]"
