profile_id,sub_profile_type,service_ids_json,houseKeepingCaregiverProfile_approvalStatus,houseKeepingCaregiverProfile_availabilityFrequency,houseKeepingCaregiverProfile_bio_experienceSummary,houseKeepingCaregiverProfile_bio_title,houseKeepingCaregiverProfile_bio_flags_json,houseKeepingCaregiverProfile_distanceWillingToTravel,houseKeepingCaregiverProfile_id,houseKeepingCaregiverProfile_otherQualities_json,houseKeepingCaregiverProfile_payRange_hourlyRateFrom,houseKeepingCaregiverProfile_payRange_hourlyRateTo,houseKeepingCaregiverProfile_payRange_flags_json,houseKeepingCaregiverProfile_qualities_flags_json,houseKeepingCaregiverProfile_recurringRate_hourlyRateFrom,houseKeepingCaregiverProfile_recurringRate_hourlyRateTo,houseKeepingCaregiverProfile_recurringRate_flags_json,houseKeepingCaregiverProfile_schedule_json,houseKeepingCaregiverProfile_supportedServices_flags_json,houseKeepingCaregiverProfile_yearsOfExperience
012eba16-5c32-407b-811d-eb9256376494,houseKeepingCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING""]",APPROVED,PART_TIME,"am a dedicated and detail-oriented house cleaner with a passion for creating clean, organized, and welcoming spaces. With a keen eye for detail and a commitment to excellence, I take pride in ensuring every corner of a home shines. My goal is to provide a stress-free experience for my clients by delivering consistently high-quality cleaning services that meet their specific needs. Whether it's regular upkeep or a deep clean, I approach every task with professionalism, reliability, and a strong work ethic.",,[],,35091205,[],"{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '35', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '35', 'currencyCode': 'USD', '__typename': 'Money'}",[],[],"[""bathroomCleaning"", ""generalRoomCleaning"", ""kitchenCleaning"", ""laundry""]",4.0
0155d6eb-5e0b-4a25-9bbf-9d8066c8f24b,houseKeepingCaregiverProfile,"[""HOUSEKEEPING""]",APPROVED,PART_TIME,"hello I am a mother of two children, I am a very honest, trustworthy, energetic, friendly person with many desires to improve. cleaning kitchen, bathroom, room and much more, pet friendly",,[],,33081337,[],"{'amount': '35', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '35', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'amount': '35', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '35', 'currencyCode': 'USD', '__typename': 'Money'}",[],[],"[""bathroomCleaning"", ""carpetCleaning"", ""changingBedLinens"", ""generalRoomCleaning"", ""kitchenCleaning"", ""laundry"", ""windowWashing""]",2.0
015c74be-c0d2-4f2d-bb5a-948cae32939d,houseKeepingCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING""]",APPROVED,FULL_TIME,Hi! I am one of 5 girls and a big sister to 3 of them. I have years of experience working at a daycare all through college as an assistant teacher as well as babysitting throughout my teen years. I also spent my summers home from college working at a summer camp. I enjoyed the years of being apart of the growth of the children I've had the honor to teach and mentor throughout the years and would love to continue to do so. I currently reside in Hoboken and am looking for part time work and would love to help out! Please let me know if you would like to chat.,,[],,29142653,[],"{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '40', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke"", ""ownTransportation""]","{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '40', 'currencyCode': 'USD', '__typename': 'Money'}",[],[],"[""bathroomCleaning"", ""carpetCleaning"", ""changingBedLinens"", ""generalRoomCleaning"", ""kitchenCleaning"", ""laundry"", ""windowWashing""]",8.0
01766aa9-6a67-4f0a-9105-1f039bded47a,houseKeepingCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE""]",APPROVED,PART_TIME,"I've worked in a hospital setting for years helping aides make beds, get fresh linens. Also a little OCD and very meticulous about little details and love a clean home.",,[],,34744376,[],"{'amount': '21', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '27', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'amount': '21', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '27', 'currencyCode': 'USD', '__typename': 'Money'}",[],[],"[""bathroomCleaning"", ""changingBedLinens"", ""generalRoomCleaning"", ""kitchenCleaning"", ""laundry"", ""organization"", ""windowWashing""]",6.0
01890e93-d381-4aa6-a5c2-1a221d39e074,houseKeepingCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"Experienced housekeeper offering reliable, detail-oriented cleaning services. Specializing in thorough, personalized care for all areas of your home. Let me handle the chores so you can enjoy a spotless space!",,[],,35213529,[],"{'amount': '19', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '24', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'amount': '19', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '24', 'currencyCode': 'USD', '__typename': 'Money'}",[],[],"[""laundry""]",0.0
01a3b06c-ad92-4248-864b-e611f349fe3c,houseKeepingCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"my name is Martha. I am an honest, organized, responsible person, I do the necessary work as necessary. I have 10 years of experience.",,[],,29887360,[],"{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '34', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '34', 'currencyCode': 'USD', '__typename': 'Money'}",[],[],"[""bathroomCleaning"", ""carpetCleaning"", ""dusting"", ""generalRoomCleaning"", ""kitchenCleaning"", ""refrigeratorCleaning"", ""vacuumingOrMopping""]",5.0
01f42220-6bad-41c7-9484-d6a25d4d14eb,houseKeepingCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""SENIOR_CARE""]",APPROVED,FULL_TIME,"Hello. I am looking for a full time cleaning position. Flexible with my hours. 
Services will include vacuuming, mopping, polishing, windows, laundry, etc...",,[],,34451695,[],"{'amount': '19', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '24', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'amount': '19', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '24', 'currencyCode': 'USD', '__typename': 'Money'}",[],[],"[""bathroomCleaning"", ""carpetCleaning"", ""changingBedLinens"", ""generalRoomCleaning"", ""kitchenCleaning"", ""laundry"", ""organization"", ""windowWashing""]",0.0
01f6a7ae-eb19-4b55-a941-60bfca4ae897,houseKeepingCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING""]",APPROVED,PART_TIME,"Hi! I am a very reliable, patient, and creative person who has approximately 10 years of experience caring for children, from infants to pre-teens. With me, your children will receive appropriate care, and I'm willing to do additional other tasks if requested. Personally, I'm an organizer, cleaner, and multitasker, so minimum supervision is required. With all my skills and experience, l'm able to provide a supervised, safe, and stable environment for your little ones.",,[],,35222498,[],"{'amount': '19', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '24', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'amount': '19', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '24', 'currencyCode': 'USD', '__typename': 'Money'}",[],[],"[""bathroomCleaning"", ""generalRoomCleaning"", ""kitchenCleaning"", ""laundry"", ""organization"", ""windowWashing""]",10.0
020d556a-ba28-4835-a08d-e528ab1b50c5,houseKeepingCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING""]",APPROVED,PART_TIME,"Hello, im Maria and I'm available all Monday. 

Organize and clean. Open to do laundry and grocery.",,[],,34121634,[],"{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '28', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""doesNotSmoke""]","{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '28', 'currencyCode': 'USD', '__typename': 'Money'}",[],[],"[""bathroomCleaning"", ""carpetCleaning"", ""generalRoomCleaning"", ""kitchenCleaning"", ""laundry"", ""organization""]",2.0
021f93c1-687f-477b-b556-c331e18fda96,houseKeepingCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"Hi I'm Karima, Im always cleaning I have very good experience with it. I have 4 children so I'm always on the go to clean up after. I'm flexible with my schedule I can work anytime that work for you",,[],,33415533,[],"{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '35', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '35', 'currencyCode': 'USD', '__typename': 'Money'}",[],[],"[""bathroomCleaning"", ""carpetCleaning"", ""changingBedLinens"", ""generalRoomCleaning"", ""kitchenCleaning"", ""laundry"", ""organization"", ""windowWashing""]",7.0
022e552d-a6a3-4df7-a3aa-d84182f609df,houseKeepingCaregiverProfile,"[""HOUSEKEEPING"", ""PET_CARE""]",APPROVED,PART_TIME,"I am a committed and responsible person in the cleaning field, with a focus on organization and attention to detail. I always aim to ensure a clean and safe environment by following the highest standards of hygiene and procedures. My dedication allows me to maintain organized spaces, ensuring the comfort and well-being of everyone who uses them. Cleaning is not just a task for me, but a way to contribute to general well-being by creating pleasant and healthy environments.",,[],,35627651,[],"{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}",[],[],"[""bathroomCleaning"", ""carpetCleaning"", ""changingBedLinens"", ""generalRoomCleaning"", ""kitchenCleaning"", ""laundry"", ""organization"", ""windowWashing""]",2.0
0261b657-a655-4b5e-a673-67c41b35f4c6,houseKeepingCaregiverProfile,"[""HOUSEKEEPING"", ""PET_CARE""]",APPROVED,PART_TIME,"Hello my name is Luis. I'm mostly a sitter and caretaker and have plenty of experience with house cleaning. I also take care of duties such as dog walking/ sitting, errands, organizing and shopping. I'm very confident and discreet. Hope to hear from you soon",,[],,24000909,[],"{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '50', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '50', 'currencyCode': 'USD', '__typename': 'Money'}",[],[],"[""bathroomCleaning"", ""cabinetCleaning"", ""changingBedLinens"", ""dusting"", ""generalRoomCleaning"", ""kitchenCleaning"", ""moveOutCleaning"", ""petWasteCleanup"", ""refrigeratorCleaning"", ""vacuumingOrMopping""]",4.0
02a08912-2edc-48de-92a9-8d80514d7636,houseKeepingCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING""]",APPROVED,PART_TIME,My name is Karen and I am available for any kind of cleaning you might need! I could also help with other things! Please don't hesitate to contact me! Thank you. I'm available Fridays and Saturdays!,,[],,35353062,[],"{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '37', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '37', 'currencyCode': 'USD', '__typename': 'Money'}",[],[],"[""bathroomCleaning"", ""changingBedLinens"", ""generalRoomCleaning"", ""kitchenCleaning"", ""laundry"", ""organization"", ""windowWashing""]",2.0
02ad6fa7-d6f8-4767-adcc-b6817c85b8c6,houseKeepingCaregiverProfile,"[""HOUSEKEEPING"", ""SENIOR_CARE""]",APPROVED,PART_TIME,Residential house cleaner successful at providing consistent and high-quality cleaning services. Gifted at using cleaning equipment and supplies to sanitize and remove dirt and grime. Accommodates customer needs at all times. Dedicated to exceptional standards of performance and quality.,,[],,35155653,[],"{'amount': '18', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '18', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'amount': '18', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '18', 'currencyCode': 'USD', '__typename': 'Money'}",[],[],"[""bathroomCleaning"", ""changingBedLinens"", ""generalRoomCleaning"", ""kitchenCleaning"", ""laundry"", ""organization""]",3.0
0302fd0c-666c-493a-a577-b99823becaa0,houseKeepingCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING""]",APPROVED,PART_TIME,"Hello! I'm Samantha. 
I am a Professional Organizer certified with Konmari Method. 

My passion is to organize, declutter and clean the energy of spaces in houses and apartments, making them more suitable for harmony, well-being and relaxation. 

My goal is to help people to understand their spaces in their homes and take action to transform them into sacred places that nourish the spirit, expand the sense of well-being, and stimulate creativity and prosperity.

If you think you need help and this message resonates with you, don't hesitate to contact me. I'm sure I can help you!",,[],,33129047,[],"{'amount': '95', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '95', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'amount': '95', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '95', 'currencyCode': 'USD', '__typename': 'Money'}",[],[],"[""organization""]",6.0
031b8e5d-344b-4c2e-a914-de9254b96fed,houseKeepingCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""SENIOR_CARE""]",APPROVED,PART_TIME,I have 15 years of experience in house cleaning and building cleaning and I am certified by hha and I am very pet friendly,,[],,36167699,[],"{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke"", ""ownTransportation""]","{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}",[],[],"[""bathroomCleaning"", ""carpetCleaning"", ""changingBedLinens"", ""generalRoomCleaning"", ""kitchenCleaning"", ""laundry"", ""organization""]",10.0
0323e24b-b093-4a29-9839-25e520a8c433,houseKeepingCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"Hi! I'm an actor based in the West Village with an MFA in acting from NYU Tisch. I'm a leadership communication coach and am hoping to fill more time with active, engaging work. I grew up in a house with cleanliness and organization at the forefront. I'm meticulous and thorough in my approach to housekeeping, and understand that each household requires a different rhythm. My mom grew up cleaning houses and has passed on her robust sensitivity to cleaning, organizing and tidying onto me!",,[],,25779236,"[""Conversational Spanish""]","{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '40', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '40', 'currencyCode': 'USD', '__typename': 'Money'}",[],[],"[""atticCleaning"", ""basementCleaning"", ""bathroomCleaning"", ""cabinetCleaning"", ""carpetCleaning"", ""changingBedLinens"", ""dusting"", ""generalRoomCleaning"", ""kitchenCleaning"", ""moveOutCleaning"", ""ovenCleaning"", ""petWasteCleanup"", ""refrigeratorCleaning"", ""vacuumingOrMopping"", ""wallWashing"", ""windowWashing""]",0.0
032e28ec-c497-40a2-8760-fc1e6a26ca6d,houseKeepingCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING""]",APPROVED,PART_TIME,"A hard-working nature and positive attitude at all times; Reliable and able to work with all duties. Performing a variety of cleaning activities such as sweeping, mopping, dusting and polishing. Ensuring all rooms are cared for and inspected according to standards. Protecting equipment and making sure there are no inadequacies.",,[],,29206401,[],"{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '50', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '50', 'currencyCode': 'USD', '__typename': 'Money'}",[],[],"[""bathroomCleaning"", ""carpetCleaning"", ""changingBedLinens"", ""generalRoomCleaning"", ""kitchenCleaning"", ""laundry"", ""organization"", ""windowWashing""]",5.0
