profile_id,sub_profile_type,service_ids_json,tutoringCaregiverProfile_approvalStatus,tutoringCaregiverProfile_availabilityFrequency,tutoringCaregiverProfile_bio_experienceSummary,tutoringCaregiverProfile_bio_title,tutoringCaregiverProfile_bio_flags_json,tutoringCaregiverProfile_id,tutoringCaregiverProfile_otherGeneralSubjects_json,tutoringCaregiverProfile_otherQualities_json,tutoringCaregiverProfile_payRange_hourlyRateFrom,tutoringCaregiverProfile_payRange_hourlyRateTo,tutoringCaregiverProfile_payRange_flags_json,tutoringCaregiverProfile_qualities_additionalDetails,tutoringCaregiverProfile_qualities_professionalSkills,tutoringCaregiverProfile_qualities_flags_json,tutoringCaregiverProfile_supportedServices_flags_json,tutoringCaregiverProfile_specificSubjects_json,tutoringCaregiverProfile_otherSpecificSubject,tutoringCaregiverProfile_yearsOfExperience
03ef0dee-6dd5-4bde-9845-cc7e1691cc0e,tutoringCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""TUTORING""]",APPROVED,FULL_TIME,"Hi, I am a fun, spunky and patient tutor who has experience tutoring children as a part of voluntary work. I have also tutored my own family members like my cousins and younger brother in Chemistry, Biology, Mathematics and English. My services include employing different methods of learning with children based on a child's grade and speed. My services include but are not limited to test/quiz preparation, studying methods, study cards, games, and SAT and ACT preparation.",,[],7075459,"[""Computers"", ""English"", ""Math"", ""Science"", ""Test Prep"", ""Sports And Fitness""]",[],"{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome"", ""tutorsOnline""]","[""MATH_SUBJECT_ALGEBRA"", ""MATH_SUBJECT_CALCULUS"", ""MATH_SUBJECT_ELEMENTARY_SCHOOL_MATH"", ""MATH_SUBJECT_GEOMETRY"", ""MATH_SUBJECT_MIDDLE_SCHOOL_MATH"", ""MATH_SUBJECT_PRE_CALCULUS"", ""SCIENCE_SUBJECT_BIOLOGY"", ""SCIENCE_SUBJECT_CHEMISTRY"", ""SCIENCE_SUBJECT_ELEMENTARY_SCIENCE"", ""SCIENCE_SUBJECT_LIFE_SCIENCE"", ""SCIENCE_SUBJECT_MIDDLE_SCHOOL"", ""COMPUTERS_SUBJECT_COMPUTER_BASICS"", ""COMPUTERS_SUBJECT_BASIC"", ""COMPUTERS_SUBJECT_MICROSOFT_EXCEL"", ""COMPUTERS_SUBJECT_MICROSOFT_WORD"", ""COMPUTERS_SUBJECT_MICROSOFT_OFFICE"", ""COMPUTERS_SUBJECT_OUTLOOK"", ""COMPUTERS_SUBJECT_MICROSOFT_POWERPOINT"", ""COMPUTERS_SUBJECT_COMPUTER_SCIENCE""]",,3
04950f03-74bf-4cd4-9850-f2f3059023a2,tutoringCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""SENIOR_CARE"", ""TUTORING""]",APPROVED,PART_TIME,I love teaching Children new things I've tutored children who couldn't speak English and taught them English. I also teach children Spanish.,,[],35619498,"[""Foreign Language""]",[],"{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '40', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInTeachersHome""]",[],,0
04e639f6-a8f5-4f6d-8373-faab5c8dc02d,tutoringCaregiverProfile,"[""CHILD_CARE"", ""PET_CARE"", ""SENIOR_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"Many years of experience as a teacher/tutor. Managed 20 Kindergarten-aged children as a teacher's assistant- all things language, arts/crafts, and other activities. Also participated in one on one after school tutoring elementary aged children for several years.",,[],27203323,[],[],"{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '50', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': True, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome"", ""tutorsInTeachersHome"", ""tutorsOnline""]",[],,0
05536949-11bb-4cac-8b19-834a21217f3a,tutoringCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""TUTORING""]",APPROVED,PART_TIME,As college student going to school to be a teacher I will tutor. I've tested great and always keep kids engaged in learning wether it's math science English or a foreign language we will work to get the best scores and have a positive attitude to get and keep that working mentality.,,[],31935030,"[""English"", ""Foreign Language"", ""Math"", ""Science"", ""Test Prep"", ""Art"", ""Music And Drama""]",[],"{'amount': '27', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '32', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome"", ""tutorsInTeachersHome"", ""tutorsOnline""]",[],,2
05fc736b-dab4-4626-9e95-23e320d04ece,tutoringCaregiverProfile,"[""CHILD_CARE"", ""TUTORING""]",APPROVED,PART_TIME,I have after school tutored for elementary schools in my district and have a lot of experience as a nanny and babysitter for children.,,[],22058296,"[""Business"", ""English"", ""Foreign Language"", ""Math"", ""Science"", ""Test Prep""]",[],"{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter""]",[],,1
066ca1cb-d843-4e1e-9a37-a3992b253ac5,tutoringCaregiverProfile,"[""CHILD_CARE"", ""PET_CARE"", ""SENIOR_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"Math was always my favorite subject growing up, but now science is my favorite. Learning is something I love doing and teaching what I have learned is very rewarding. I have experience tutoring children, teenagers, and some college level subjects such anatomy and physiology, and intro to microbiology. I am very patient and willing to work with multiple education levels.",,[],35752402,"[""Business"", ""English"", ""Foreign Language"", ""Math"", ""Science"", ""Test Prep"", ""Art"", ""Dance"", ""Music And Drama"", ""Sports And Fitness""]",[],"{'amount': '27', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '50', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': True, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': True, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome"", ""tutorsInTeachersHome"", ""tutorsOnline""]",[],"Anatomy and Physiology, Intro
 to Microbiology",0
06b5764b-d72a-4964-9cf4-7004d6bec359,tutoringCaregiverProfile,"[""CHILD_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"Hello, I'm Math teacher by Education and training. I'm licensed by the State of New York Education Department as a Registered Business School Teacher.
I tutored my 4 children through their time in Elementary and High Schools. I also did SAT prep with them.
 Any grade level is welcome!",,[],25232796,"[""Math""]","[""I can explain the subject matter simple. I'm very patient"", ""work within student's pace. I encourage student to not fear math"", ""since it is around us and we deal with real life math on a daily basis.""]","{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '35', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': True, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInStudentsHome"", ""tutorsInTeachersHome""]","[""MATH_SUBJECT_ALGEBRA"", ""MATH_SUBJECT_ELEMENTARY_SCHOOL_MATH"", ""MATH_SUBJECT_MIDDLE_SCHOOL_MATH""]",,10
06c6af3a-081f-427b-b7a8-d09edd810201,tutoringCaregiverProfile,"[""CHILD_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"Hi there! I'm Kristofer. 

I've been tutoring since I was in high school. I love kids and love to teach. I've worked with students of all ages (from 4 to 72)!

I tutor in all humanities, soft sciences, and test prep/college essay prep. I was also raised in a German-American household and am happy to speak German with your child, if that's of any interest. 

I currently have a few students after school/in the evenings (plenty of references on request) and am looking to add in more clients as the school year begins. I look forward to meeting you!",,[],33141970,"[""English"", ""Science"", ""Special Education"", ""Test Prep"", ""Art"", ""Music And Drama"", ""Sports And Fitness""]",[],"{'amount': '32', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '40', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome"", ""tutorsInTeachersHome"", ""tutorsOnline""]",[],,10
070419d5-8dd5-4bf4-b10a-9a388d8c7ae2,tutoringCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"Hey there! I am a patient, creative tutor who makes learning fun. Reading comprehension, writing and singing are my strong suits. During my undergrad at Hunter I worked with a program that paired college students with families located in the UES area. I love seeing children embrace their creativity and wonder and am an advocate for nurturing their self advocacy. It is important for me to get a thorough understanding of the child's learning style and temperament before committing to care to ensure a seamless experience for all parties involved.",,[],36157100,"[""English"", ""Test Prep"", ""Music And Drama""]",[],"{'amount': '29', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '40', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome"", ""tutorsInTeachersHome""]",[],,1
074dc210-dc0a-4814-b4e1-dbfe183441d0,tutoringCaregiverProfile,"[""CHILD_CARE"", ""PET_CARE"", ""SENIOR_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"I have experience tutoring elementary and High School students. I worked with America Reads in Buffalo, NY.",,[],35814073,"[""Foreign Language""]",[],"{'amount': '28', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '33', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': False, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInStudentsHome"", ""tutorsOnline""]",[],,0
07fcfb78-a61b-44a7-9fae-8953f1af0fa7,tutoringCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""TUTORING""]",APPROVED,PART_TIME,"Hello my name is Zahnya L , you can call me Zee. I have been working with children from 4months to 13 years old. I'm very experienced in childcare. I am CPR and First Aid certified. I would be a great fit for this position.",,[],34588923,"[""English"", ""Art"", ""Dance"", ""Music And Drama"", ""Sports And Fitness""]",[],"{'amount': '28', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '33', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInStudentsHome"", ""tutorsOnline""]",[],,3
0840c1de-adb2-41d8-8b08-7137bc25f633,tutoringCaregiverProfile,"[""CHILD_CARE"", ""TUTORING""]",APPROVED,PART_TIME,I am currently taking classes at LIU Riverhead for my masters in childhood education (grades1-6)! I am also a certified Teach Assistant and love working with children! I have nannied and worked in respite jobs as well! Please contact for any additional info! I'm here to help!,,[],36098027,"[""English"", ""Special Education"", ""Test Prep""]",[],"{'amount': '33', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '35', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome""]",[],,0
